Index,URL,Type,Name,Description,Street Address,City,Region,Postal Code,Country,Telephone,Website,Google Maps URL,
16,https://www.discoverpuertorico.com/profile/bajuice/2417,Restaurant/bar,Bajuice,This is the perfect place to start your cleansing diet with the BaJuice Detox Program. This all day juicing experience will help your digestive system while enjoying delicious natural mixes. They also offer fresh smoothies and fruit salads for those who are just stopping by.,1125 Ashford Ave.,San Juan,Metro,979,USA,(787) 458-3675,,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJ-ZIWSzhvA4wRY0Q_dvu9lDI&query=18.4566304000,-66.0731935000",
17,https://www.discoverpuertorico.com/profile/asao-smokehouse/2427,Restaurant/bar,ASAO Smokehouse,"ASAO Smokehouse is a family-friendly restaurant located in the central mountain region of the island, specifically in the town of Ciales. Our excellent customer service, mouthwatering food, desserts, and our special cialeño seasoning, make us the best choice in the region. On Saturdays and Sundays, there is live music after 3:00 PM.",PR-149 Km.18.5,Ciales,Central Mountains,638,USA,(787) 241-9994,,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJo4QMX9ElA4wRmvsFiQHy0CA&query=18.3026364000,-66.4796865000",
18,https://www.discoverpuertorico.com/profile/atlantico-pool-bar-grill/2430,Restaurant/bar,Atlantico Pool Bar & Grill,"The Atlantic Pool Bar & Grill takes its name from the beautiful view of the Atlantic Ocean from which you can enjoy while you delight your palate with the varied menu. Located at the Caribe Hilton Hotel, the Atlantic Pool Bar and Grill offers a good time with family. Enjoy Hilton-style grilled food, fresh salads, sandwiches, among others.",Cll. Los Rosales,San Juan,Metro,901,USA,(787) 721-0303,http://www.caribehilton.com/dine/,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJNWroByNvA4wRUBsD3LD2-ro&query=18.4629804000,-66.0864523000",
19,https://www.discoverpuertorico.com/profile/la-gota-de-rojas/2439,Restaurant/bar,La Gota de Rojas,"Conveniently located just steps from Coamo's main plaza, La Gota de Rojas is known for its delicious Puerto Rican food and its family-friendly environment. There are daily happy hours and on occasion, they also have live music.",15 José I. Quinton Esq. Carr. 14,Coamo,South,769,USA,(787) 803-3927,,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJa3VIIcgyA4wRxQ59qLlk578&query=18.0801908000,-66.3558341000",
20,https://www.discoverpuertorico.com/profile/san-juan-smokehouse/2447,Restaurant/bar,San Juan Smokehouse,"This contemporary BBQ restaurant has some of the best pork in the area. San Juan Smokehouse combines the traditional with the new, offering delicious creative Puerto Rican cuisine with an American BBQ twist.",255 Cll. Orbeta,San Juan,Metro,907,USA,(787) 323-8825,http://sanjuansmokehouse.com,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJlfMtGTZvA4wR0QOfyAgEw2c&query=18.4501470000,-66.0705770000",
21,https://www.discoverpuertorico.com/profile/yamburger/2456,Restaurant/bar,Yamburger,The star of these restaurants are specialty burgers served on craft breads. You can complement any burger with fried plantains or the house potatoes.,621 Ave. Juan Ponce de León,San Juan,Metro,907,USA,(787) 723-7433,,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJ4-2ZeCVvA4wRuPr1Fd5zLKE&query=18.4553380000,-66.0826520000",
22,https://www.discoverpuertorico.com/profile/dinghy-dock/2458,Restaurant/bar,Dinghy Dock,"Dinghy Dock’s main attraction is the amazing view of the dock. This is where you can arrive in your dinghy boat, sit just feet from the water and enjoy an ice cold beer accompanied by some tasty food in this open, airy and aesthetically pleasing environment.",Cll. Fulladoza,Culebra,Culebra & Vieques,775,USA,(787) 742-0233,,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJdahr5I7oBIwR0Pu3ksnPsOE&query=18.3021867000,-65.2967594000",
23,https://www.discoverpuertorico.com/profile/la-cava-restaurant/2465,Restaurant/bar,La Cava Restaurant,"Welcome to the newly-renovated and stylish La Cava restaurant, an innovative international concept from Executive Chef Dominik Wirz and the Hilton Ponce Culinary Team. The bar features high tables and exciting cocktails. Don Q Studio, a rustic private dining room filled with Don Q’s finest aged rums is available for small group celebrations among family, friends, or colleagues. La Cava’s main dining area is a sophisticated modern space with low lighting and relaxing music where you may choose from a variety of exquisite plates, including pasta, risotto, steaks and seafood.",1150 Ave. Caribe,Ponce,South,716,USA,(787) 259-7676,http://www.ponce.hilton.com,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJswW1_g7WHIwRv8XAWg4GaJ4&query=17.9713371000,-66.6023985000",
24,https://www.discoverpuertorico.com/profile/1919-restaurant/2467,Restaurant/bar,1919 Restaurant,"Michelin Star-rated Executive Chef Juan José Cuevas believes in pairing social consciousness with exquisite taste. We place the highest value on hand-selecting products that are local, artisanal and homemade in order to craft food that is flavor-forward. Always fresh and with a contemporary flair, the food at Condado’s 1919 Restaurant is served with meticulous care and pride from our island kitchen to your table.",1055 Ashford Ave.,San Juan,Metro,907,USA,(787) 985-7799,https://www.condadovanderbilt.com/condado-1919-restaurant,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJja7AQlBvA4wR7KtzEosZn3M&query=18.4587712000,-66.0759766000",
25,https://www.discoverpuertorico.com/profile/gylro/2472,Restaurant/bar,Gylro,"Gylro has a kitchen exposed to the public, allowing a more transparent experience directing attention to our processes in the ""BOH"" (Back of the house). Come and visit us in the center of the town of Rincon.",#24 Cll Muñoz Rivera,Rincón,West,677,USA,(787) 662-5054,https://www.facebook.com/gylro,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJyVFUn5G8AowRUzo1LjDjGF4&query=18.4172900000,-67.1577516000",
26,https://www.discoverpuertorico.com/profile/aire-libre/2473,Restaurant/bar,Aire Libre,"After an exciting adventure through Condado, you probably want to relax and enjoy a delicious meal. Aire Libre offers a great ambiance and typical Puerto Rican cuisine, just minutes away from Condado Beach.",Cll. Vela Lares 9,San Juan,Metro,907,USA,(787) 957-5795,,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJRWossjdvA4wRgeud5G7MSlQ&query=18.4136397000,-66.0553050000",
27,https://www.discoverpuertorico.com/profile/cafe-restaurant-el-camaron/2494,Restaurant/bar,Café Restaurant El Camarón,A perfect place to enjoy authentic Caribbean flavors. Try the Shrimp Mofongo garlic sauce paired with pressed natural juice.,1111 Ave. Ponce de Leon,San Juan,Metro,907,USA,(787) 721-5499,,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJqScAzjZvA4wRK6MhCar_2yQ&query=18.4625633000,-66.0888490000",
28,https://www.discoverpuertorico.com/profile/biekes-bistro/2496,Restaurant/bar,Biekes Bistro,"A crisp and clean menu that is designed to delight. Caribbean, Argentinian, and Seafood flavors that outshine the rest. Come try our extensive wine collection or the best rice & beans you’ve ever tried!",34001 Cll. Antonio G. Mellado,Vieques,Culebra & Vieques,765,USA,(787) 741-6381,http://www.biekesbistro.com/,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJIXCbkw_HBIwRjPUCFgIdP4M&query=18.1469482000,-65.4411567000",
29,https://www.discoverpuertorico.com/profile/buenos-ayres-bar-grill/2497,Restaurant/bar,Buenos Ayres Bar & Grill,"This Argentinean steakhouse has been a staple in Condado for 30 years. Located in the heart of Condado, Buenos Ayres is all about homemade, comforting, and delicious dishes, made with top of the line fresh produce. As a matter of fact, all meats are Certified Angus Beef cuts…every bite is an explosion of juice and flavor.","56 Ave. Condado, Esquina Magdalena",San Juan,Metro,907,USA,(787) 725-1818,http://www.restaurantbuenosayres.com,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJl9VcJThvA4wRcBFNCaU1BtI&query=18.4553970000,-66.0723299000",
30,https://www.discoverpuertorico.com/profile/nagoya-japanese-cuisine/2505,Restaurant/bar,Nagoya Japanese Cuisine,"Nagoya is a great sushi place for an after-hours fix! It's open most days until 3 AM. The sushi presentation is beautiful and very carefully prepared. Try the Ben Ben Roll... a very popular roll. Plus, don't worry about parking. There's valet service at Nagoya.",5900 Ave. Isla Verde,Carolina,Metro,979,USA,(787) 726-5088,,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJTzqlNOdlA4wRHowDdbqlzaU&query=18.4430431000,-66.0256965000",
31,https://www.discoverpuertorico.com/profile/ferrari-gourmet-restaurante-argentino/2507,Restaurant/bar,Ferrari Gourmet Restaurante Argentino,"Known to be the home of the Pamperi in Puerto Rico, this restaurant mixes the flavors of the Caribbean with famous Argentinian food, making a delicious culinary fusion.",3046 Ave. Isla Verde,Carolina,Metro,979,USA,(787) 982-3115,http://www.ferrarigourmet.com/,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJ5x80In1iNFERf4z9G5BhWuQ&query=18.4479760000,-66.0361260000",
32,https://www.discoverpuertorico.com/profile/la-receta-del-chef/2515,Restaurant/bar,La Receta Del Chef,"Live an unparalleled culinary experience! Enjoy exquisite dishes with cuts of white and red meats, and seafood in a quiet and family atmosphere.", Carr. 2,Isabela,West,662,USA,(787) 567-9427,,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJ12Iapfy_AowRTjgEFXIMzQg&query=18.4674793000,-67.0244031000",
33,https://www.discoverpuertorico.com/profile/mandarin-house/2518,Restaurant/bar,Mandarin House,"Mandarin House has some of the best and most authentic mandarin in the area. The menu highlights popular dishes such as, fried rice, dumplings, sushi, and more!",1108 Ave. Doctor Ashford,San Juan,Metro,907,USA,(787) 723-3039,http://www.condadomandarinhouse.com/,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJDRtNsDlvA4wR4MVbZrVA6VY&query=18.4568065000,-66.0742583000",
34,https://www.discoverpuertorico.com/profile/eight-noodle-bar/2521,Restaurant/bar,Eight Noodle Bar,The Eight Noodle Bar mostly specializes in sushi and drinks. There's great service and excellent food.,999 Ashford Ave.,San Juan,Metro,907,USA,(787) 723-8881,https://www3.hilton.com/en/hotels/puerto-rico/the-condado-plaza-hilton-SJUCOHH/index.html?SEO_id=GMB-HI-SJUCOHH,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJz62gXDtvA4wRtyPDQTc1zLY&query=18.4610539000,-66.0810188000",
35,https://www.discoverpuertorico.com/profile/pb-ysla-restaurant/2530,Restaurant/bar,PB Ysla Restaurant,This is the only restaurant in the island by the prominent Puerto Rican chef José Mendín. PB Ysla offers a unique upscale dining experience where you can enjoy the flavors of the Caribbean with a European and Asian touch.,318 Av. De Diego,San Juan,Metro,912,USA,,http://pbysla.com/,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJB3XvRUpvA4wR9uFN4gU88PQ&query=18.4467523000,-66.0679391000",
36,https://www.discoverpuertorico.com/profile/blue-hawaii-humacao/2542,Restaurant/bar,Blue Hawaii - Humacao,"Blue Hawaii is an Asian Fusion hidden gem in Palmas del Mar that serves many dishes such as Pho, which are sure to blow your mind.",palmanova Plaza,Humacao,East,791,USA,(787) 852-0897,,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJR30rPw6pBIwR-aR7FnEPoPM&query=18.0828123000,-65.7989073000",
37,https://www.discoverpuertorico.com/profile/isushi-asian-bistro/2546,Restaurant/bar,ISUSHI Asian Bistro,One of the best places for sushi in Puerto Rico. They serve fresh and creative Asian dishes at a modest price and the food is complemented by the cozy ambiance for everyone to enjoy.,1451 Ashford Avenue,San Juan,Metro,907,USA,,"http://www.isushipr.com
","https://www.google.com/maps/search/?api=1&query_place_id=ChIJ3TACFkZvA4wRSuh4Qkb1ed0&query=18.4550543000,-66.0654679000",
38,https://www.discoverpuertorico.com/profile/metropol-restaurant-bar-isla-verde/2564,Restaurant/bar,Metropol Restaurant & Bar – Isla Verde,"Fine dining, moderate prices, and the best Cuban food in Puerto Rico: what are you waiting for? Metropol has a great ambiance and even better food: try their tostones (green fried plantains) with shrimp and skirt steak, congrí rice-filled hen, or their scrumptious sliders. Founded in 1956 by a Cuban immigrant, Metropol stands as a symbol of tradition and excellent service.",6600 Ave. Isla Verde,Carolina,Metro,979,USA,(787) 791-5585,https://metropolrestaurant.com/,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJD2nCYdllA4wRBlo5yN6AANc&query=18.4412980000,-66.0152700000",
39,https://www.discoverpuertorico.com/profile/al-gusto-deli/2583,Restaurant/bar,Al Gusto Deli,"If you want fresh and tasty sandwiches, stop by this exquisite local deli. They also offer traditional Puerto Rican dishes like rice and beans, in a casual and friendly environment.",950 Ave. Juan Ponce de León,San Juan,Metro,907,USA,(787) 723-4321,,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJfXY7QzBvA4wRYxFDEEPdxwY&query=18.4633746000,-66.0908432000",
40,https://www.discoverpuertorico.com/profile/isla-cueva/2605,Restaurant/bar,Isla Cueva,Isla Cueva is the place for post-beach family eats. We offer a variety of options for everyone. From vegans to burger lovers. Our food is made with a Puerto Rican heart and playa state of mind. We are beer aficionados and serve up the best local and fresh beers of the island. Come get a taste of the weekend with us!,"Cll. 304, KM 3.2",Lajas,West,667,USA,(787) 920-4274,https://www.islacueva.com/,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJpTTa0PVIHYwRXjMFgLRuXBA&query=17.9738287000,-67.0499317000",
41,https://www.discoverpuertorico.com/profile/lechonera-los-amigos/2646,Restaurant/bar,Lechonera Los Amigos,"We have ample parking, live music, as well as the best family atmosphere. Come and try the best Roast pork: Our house specialty with the most delicious companions in Puerto Rico. We are located on the Luis A. Ferré Highway, Carr. #184, exit 32 of Guavate Cayey, Puerto Rico. We are your best alternative to Chinchorreo. We will wait for you.","Autopista Luis A. Ferré, PR 184",Cayey,Central Mountains,736,USA,(787) 738-0222,http://www.lechoneralosamigos.com/,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJAwF2WA5PA4wRe1UUt9EYmVc&query=18.1718389000,-66.1577110000",
42,https://www.discoverpuertorico.com/profile/chefs-creations/2651,Restaurant/bar,Chef's Creations,"Live cooking, fresh vegetables daily in a rustic patio; family-oriented and cozy atmosphere.",Calle Cristina #100,Ponce,South,730,USA,(787) 848-8384,,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJtYBZRYjVHIwROiG06nfOU-o&query=18.0123175000,-66.6158718000",
43,https://www.discoverpuertorico.com/profile/las-cabanas-dona-juana/2670,Restaurant/bar,Las Cabañas Doña Juana,"From the moment you get close to the Las Cabañas Doña Juana, you’ll feel right at home. For over 50 years, this restaurant has been serving delicious Puerto Rican food. The specialty at Las Cabañas Doña Juana is their famous ribs, which are cooked in a stone oven. Open on Saturdays and Sundays from 8:00 a.m. to 4:30 p.m.",Carr. 143 Km. 30.7,Orocovis,Central Mountains,720,USA,(787) 612-1598,,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJWS3tgr8uA4wR3B7Fb3DX0GQ&query=18.1728673000,-66.4944648000",
44,https://www.discoverpuertorico.com/profile/sullivan-bbq/2705,Restaurant/bar,Sullivan BBQ,Best BBQ you will try in San Juan in a familiar place and good taste of food.,400-424 Ave. Eduardo Conde,San Juan,Metro,907,USA,(787) 726-2446,,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJVSyInqpoA4wRolv2zk-AY1o&query=18.4403444000,-66.0498753000",
45,https://www.discoverpuertorico.com/profile/georgies-bbq/2707,Restaurant/bar,Georgies BBQ,"Georgies specializes in BBQ and Caribbean food served in a comfy environment with different menus each day. Georgies BBQ offers delicious seafood dishes and deserts like; flans, squash, vanilla, coconut, cheese, nutella and plantains. -Hours 12 a.m. - 12 a.m.",Cll. Corona,San Juan,Metro,911,USA,(939) 336-1395,,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJrXjI1FZvA4wRJOKPiW2jR9Y&query=18.4489961000,-66.0515932000",
46,https://www.discoverpuertorico.com/profile/el-bosquecito-familiar/2716,Restaurant/bar,El Bosquecito Familiar,"If you want to eat as if you were in some remote corner of the Island, but you don't want to go very far, El Bosquecito Familiar is your ideal restaurant. A very typical Creole place where you will find tasty food in a very familiar environment. Come and try the specialty of the house: Roasted Chicken, roast ribs, our tasty Morcilla, cuajito, guineitos, yucca, sweet potato, potato salad, elbow salad, rice with pigeon peas and much more. Come and visit us every day from 10:00 am in our two locations.",Carr. 181,Trujillo Alto,Metro,976,USA,(787) 292-8877,http://www.elbosquecitofamiliar.com/,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJ-1OgFoNnA4wRRwQl-Tee498&query=18.3788900000,-66.0258700000",
47,https://www.discoverpuertorico.com/profile/la-vista-smokehouse/2723,Restaurant/bar,La Vista Smokehouse,"La Vista Smokehouse offers true competition style brisket, ribs, pulled pork, wings, and grilled/smoked seafood. La Vista Smokehouse is a local cuisine of American and Caribbean food that offers a bar, barbecue, gluten-free options with a romantic scenic view that host large groups for special occasions. Hours: 11 a.m. - 10 p.m. ",PR-466 Km. 6.3,Isabela,West,662,USA,(787) 609-6044,https://www.lavistasmokehouse.com/,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJgxAVS8CVAowRqIrO37Pq8Uc&query=18.5004887000,-67.0718342000",
48,https://www.discoverpuertorico.com/profile/rest-la-nueva-lechonera/2763,Restaurant/bar,Rest. La Nueva Lechonera,It's a Puerto Rican food Restaurant,PR-132 Km. 9.2,Peñuelas,South,624,USA,(787) 928-7073,,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJedT8I5ksHYwRt0KZ5q5nMNg&query=18.0495634000,-66.7191489000",
49,https://www.discoverpuertorico.com/profile/4-puntos-cafe-bar/2793,Restaurant/bar,4 Puntos Café Bar,"Known for its chic bohemian decor, 4 Puntos Café offers high quality brunch at an affordable price.",2016 Calle Loíza,San Juan,Metro,911,USA,(939) 399-3125,,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJIwU7wlBvA4wR6lo0VfdEpjg&query=18.4505380000,-66.0537840000",
50,https://www.discoverpuertorico.com/profile/ola-ocean-front-bistro/2794,Restaurant/bar,Ola Ocean Front Bistro,"Ola Oceanfront Bistro provides exquisite and unique flavors of Puerto Rican cuisine; they offer dishes made from fresh local products that are served in a relaxed and family-friendly environment. They serve breakfast, brunch, lunch, and dinner as well as drinks and refreshers from Ola’s al fresco bar. Sunday brunch is available from 11 a.m. to 4 p.m. with live music.",1055 Ashford Ave.,San Juan,Metro,907,USA,(787) 985-7845,https://www.condadovanderbilt.com/condado-ola-oceanfront?utm_source=website&utm_medium=view-pr,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJ06vIYjlvA4wRjKtYjTN5lQA&query=18.4587712000,-66.0759766000",
51,https://www.discoverpuertorico.com/profile/brasas-restaurant-hatillo/2815,Restaurant/bar,Brasas Restaurant - Hatillo,Brasa's Restaurant combines the freshest and highest quality ingredients to please the most demanding palates with an international menu featuring steaks and seafood as their main dishes. -Hours: 11 a.m. - 10 p.m.,Carr. 2,Hatillo,West,659,USA,(787) 898-2000,http://www.brasasrestaurant.com,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJSR4w683nAowRIc9_DygO6Bg&query=18.4878588000,-66.7896078000",
