index,photo,Type,accommodations,Region,url,Name,Description,Street Address,City,Postal Code,Country,Telephone,Website,Google Maps URL,
18,https://www.discoverpuertorico.com/sites/default/files/styles/small_horizontal/public/listing_images/profile/1061/SJUFP_FacadeNIght_AABE57FA-12D4-4DB8-850C1410B5E92175_2130787c-b58c-4148-926b6c227a136869.jpg?itok=zUN3zu6k,"Meeting Rooms, Casinos, Accommodation On Site, Hotels",Hotels,Metro,https://www.discoverpuertorico.com/profile/four-points-sheraton-caguas-real-hotel-casino/1061,Four Points by Sheraton Caguas Real Hotel & Casino,"Four Points by Sheraton Caguas Real Hotel & Casino is just a short drive from downtown San Juan where you will find everything you are looking for whether it's breathtaking mountain views or our tropical outdoor pool. We offer easy access to all the best things to do in Caguas and many major corporations. We're the perfect Caguas hotel. At our Caguas hotel, we'll make your stay smooth and easy with our casual ambiance and comfort. Settle in after a long day of fun, business or both.",500 Alhambra En Granada Blvd.,Caguas,726,USA,(787) 653-1111,http://www.fourpointspr.com,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJeR9he0lFA4wRtR-Pe2GPeKg&query=18.1935030000,-66.0526639000",
19,https://www.discoverpuertorico.com/sites/default/files/styles/small_horizontal/public/listing_images/profile/1116/Two-Queen-Size-Beds-3_41F8E432-D30D-4BA6-8BC96994862B32CE_78f6a492-2496-4870-a97b778b1cda266b.jpg?itok=wW0cv8DC,"Meeting Rooms, Casinos, Accommodation On Site, Hotels",Hotels,West,https://www.discoverpuertorico.com/profile/holiday-inn-mayaguez-tropical-casino/1116,Holiday Inn Mayagüez & Tropical Casino,"An elegant well-lit lobby welcomes you to the Holiday Inn® Mayagüez & El Tropical Casino Hotel conveniently located to explore the city and discover Porta del Sol region. Have fun in the sun at Boquerón Beach or Rincón Beach, and enjoy the different festivals the city has throughout the year such as the Mango Festival or Porta del Sol Culinary Festival.",2701 Hostos Ave.,Mayagüez,682,USA,(787) 833-1100,https://www.ihg.com/holidayinn/hotels/us/en/mayaguez/mazpr/hoteldetail?cm_mmc=GoogleMaps-_-HI-_-PR-_-MAZPR,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJ05xpaoyxAowRCYHvGAGmN2c&query=18.1574709000,-67.1433716000",
20,https://www.discoverpuertorico.com/sites/default/files/styles/small_horizontal/public/listing_images/profile/1151/Coco_2_copy.jpg-2--a6fbaacd5056a36_a6fbad99-5056-a36a-087791de94eb85d7.jpg?itok=dtFkN8rG,"Golf, Golf Venues",,East,https://www.discoverpuertorico.com/profile/grand-reserve-golf-club/1151,Grand Reserve Golf Club,"The golf course was designed by PGA professional Tom Kite and is located in Río Grande, east of San Juan, by the sea and overlooking El Yunque U.S. National Forest. It is composed of 36 holes, divided into two 18-hole courses: the ""Championship"" and the ""International"". The club offers the best facilities and services in its luxurious clubhouse of 4,273 square meters including restaurant, lounge, meeting rooms, sauna, hot tub, locker rooms, and shops, among others.",100 Club House Drive,Río Grande,745,USA,(787) 657-2000,https://www.grandreservegolfclub.com/,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJnwOPm4KeBIwR-N0Goo9Pb48&query=18.3786196000,-65.8393338000",
21,/themes/custom/discoverpr_v2_theme/images/placeholder-0.jpg,"Destination Management Companies, Student & Youth Tours",,East,https://www.discoverpuertorico.com/profile/dragonfly-global-destination-services/1183,Dragonfly Global Destination Services,"Dragonfly Adventures DMC, Puerto Rico’s most proactive DMC with over 30 years in the tourism industry, inspired by our passion for our island the gem of the Caribbean! Our services along with our extensive local knowledge, expertise and specialization in design and implementation of unique events, activities, team buildings, spousal programs, tours, ground transportation and customized services along top notch logistics. Our commitment with our clients, which is our main drive, ensures the gain of your goals; exceed yours and clients expectations of our destination.",Rd. 992 Km. 0.4,Luquillo,773,USA,(787) 889-7430,https://www.facebook.com/dragonflyglobaldmc/,"https://www.google.com/maps/search/?api=1&query=18.3639025000,-65.7252877000",
22,https://www.discoverpuertorico.com/sites/default/files/styles/small_horizontal/public/listing_images/profile/1197/main-pool_B06B0DD7-2536-4015-B59C46D7780DA5CE_a16dcf18-fe9b-4f22-9d9445c718211076.jpg?itok=Ycv40H3y,"Architectural Sites, Cigar Bars, Cocktail Bars, Ceremony Venues, Meeting Rooms, Spas, Banquet Venues, Health Spas / Wellness Programs, Reception Venues, Accommodation On Site, Hotels, Resorts, Ballrooms, Group Dining Venues, Conference Centers","Hotels, Resorts",Metro,https://www.discoverpuertorico.com/profile/condado-vanderbilt-hotel/1197,Condado Vanderbilt Hotel,"An ultra luxury hotel from day one, the Condado Vanderbilt shone for its beauty and magnificence, attracting the kind of guests envisioned by Mr. Vanderbilt. From the richly appointed surroundings to the unsurpassed cuisine and highly personalized service, the only standard that applies to Condado Vanderbilt is that of absolute perfection. Now restored to its original grandeur and welcoming guests once again, the Condado Vanderbilt Hotel showcases 4 outdoor swimming pools, a spa and wellness center, two 11-story towers, including Commodore Suites and Biltmore Suites.",1055 Ashford Avenue,San Juan,907,USA,(787) 721-5500,http://www.condadovanderbilt.com,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJKZB9fTlvA4wREcsn6s8sCqw&query=18.4587712000,-66.0759766000",
23,https://www.discoverpuertorico.com/sites/default/files/styles/small_horizontal/public/listing_images/profile/1213/Foto11_41938087-8FF9-493C-91D483170A93E2AD_6c9d24da-079d-4fbf-b03661e8c63a29a5.jpg?itok=LSFMiToE,"Student & Youth Tours, Camping, Guided Tours, Group-Friendly Activities & Tours, Cave Tours, Trekking & Hiking, Sightseeing Tours, Adventure Tours, Nature & Eco Tours",,Metro,https://www.discoverpuertorico.com/profile/acampa-nature-adventures/1213,Acampa Nature Adventures,"Since 1998 Acampa is the official outdoor, travel and camping store in Puerto Rico with the most complete selection of outdoor, camping, adventure and travel products from brands such as Patagonia, Osprey, Petzl, La Sportiva, Salomon, MSR, Keen, Vasque and much more. We offer excellent personal service, travel and camping orientation. The largest inventory in hiking boots, backpacks, fuel canisters, outdoor clothing and more.",517 Andalucia Ave.,San Juan,920,USA,(787) 706-0695,http://www.acampapr.com,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJyc_yrqRoA4wR2jp5KDyFHrA&query=18.4115640000,-66.0775940000",
24,https://www.discoverpuertorico.com/sites/default/files/styles/small_horizontal/public/listing_images/profile/1315/Photo-Nov-19-9-40-26-PM_52A845F2-005B-4CD8-A1E2FDC31F166859_1c04fae0-4e8b-4438-8927c4292f1addf1.jpg?itok=q7vKXRYd,"Night Tours, Boat Tours, Snorkeling, Guided Tours, Group-Friendly Activities & Tours, Adventure Tours, Nature & Eco Tours",,East,https://www.discoverpuertorico.com/profile/kayaking-puerto-rico/1315,Kayaking Puerto Rico,"Kayaking Puerto Rico is a quality award-winning aquatic tour operator specializing in top of the line bio bay kayak tours, mini speed boat excursions, and all-inclusive kayak & snorkeling adventures through Puerto Rico's East Coast and Culebra Island! They can accommodate groups of up to 30 guests per excursion with a maximum company capacity of 170 guests per day. All adventures can be fully customized to your needs. Transportation service available for some tours.",Marina Puerto Chico,Fajardo,738,USA,(787) 245-4545,http://www.kayakingpuertorico.com,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJAyKMFSKXBIwR3NB_PfZq0Cg&query=18.3484089000,-65.6354047000",
25,https://www.discoverpuertorico.com/sites/default/files/styles/small_horizontal/public/listing_images/profile/1321/CPR5_3470D007-B4E3-4533-A5171ECD2E3DBE97_ae4bdcf7-ed31-4b38-aa4a296c12876802.jpg?itok=u1U1i6S4,"Architectural Sites, U.S. National Register of Historic Places Listings, No Accommodation on Site, Ceremony Venues, Photo Spots / Viewpoints, Reception Venues",,Metro,https://www.discoverpuertorico.com/profile/antiguo-casino-de-puerto-rico/1321,Antiguo Casino de Puerto Rico,"Retaining its distinguishing Spanish and French influence, El Antiguo Casino is part of the Puerto Rico Convention Center District. After its restoration, this majestic place has become a preferred venue for wedding celebrations and other social events. The lush gardens, balconies, molding, white marble floors, extravagant central staircase, and its beautiful twelve-foot candelabrum chandelier make up its elegant ambiance, setting the Antiguo Casino apart as one of the most prestigious architectural relics of the 20th Century of the Old San Juan.",Ponce De León Ave.,San Juan,901,USA,(787) 690-5482,http://www.antiguocasinopr.com,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJ1cSp-sNuA4wRtpwmrSk4E7Y&query=18.4660746000,-66.1114321000",
26,https://www.discoverpuertorico.com/sites/default/files/styles/small_horizontal/public/listing_images/profile/1421/acctlogo_196_1e14aa65-5056-a36a-08e0cf564454bbb5.jpg?itok=fTXpUP3N,"Conference Centers, No Accommodation on Site, Ceremony Venues, Meeting Rooms, History Museums, Houses of Important Figures",,Metro,https://www.discoverpuertorico.com/profile/fundacion-luis-munoz-marin/1421,Fundación Luis Muñoz Marín,"FLMM is located at Muñóz Marín's former residence in San Juan, with an adjacent arboretum, called Doña Inés Park. FLMM operates a museum, and an historical archive. The museum has three exhibit areas: the residence, the library office, and a tropical garden with a wooden palm tree-roofed ranch. The FLMM is available for company meetings, events and educational/cultural conferences.","Carr. Estatal #887, Km. 0.4",San Juan,926,USA,(787) 755-7979,https://luismunozmarin.org/,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJA-3hytxuA4wRbcytDFlAWi4&query=18.3586321000,-66.0702979000",
27,https://www.discoverpuertorico.com/sites/default/files/styles/small_horizontal/public/listing_images/profile/1437/acctlogo_35_1e1476f5-5056-a36a-086aa4a729a293d3.jpg?itok=VQ75n1Sd,"4-Wheeler / ATVs, Kayaking, Horseback Riding, No Accommodation on Site, Reception Venues",,Metro,https://www.discoverpuertorico.com/profile/hacienda-campo-rico/1437,Hacienda Campo Rico,"A classic Caribbean Style Hacienda located on the grounds of a former sugar cane plantation in Carolina, Puerto Rico, just a short 15-minute drive from San Juan's main airport (SJU). The unique 1930’s Hacienda consists of a main structure; “ Mi Casa', the primary event venue, suitable for a diversity of experiences. ""Mi Casa"" is an extraordinary structure used for private events, celebrations, exhibitions and team-building experiences, day or night. The venue has open-space capacity for up to 480 guests or more, if the green area is included.",Avenida Roberto Sánchez Vilella Este (final),Carolina,985,USA,(787) 523-2001,http://www.haciendacamporico.com,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJ8R3V9qxmA4wRaPE2Q7jgjAA&query=18.4192580000,-65.9538121000",
28,https://www.discoverpuertorico.com/sites/default/files/styles/small_horizontal/public/listing_images/profile/1464/tasteofsj_15_BAF5FE61-9714-4335-BC0D4D0C4CC298DD_14a72461-0b5e-43fc-9ac4946b2b06db88.jpg?itok=Rjda685G,"Guided Tours, Tour & Ground Operators / Charters, Sightseeing Tours, Food Tours",,Metro,https://www.discoverpuertorico.com/profile/flavors-san-juan-food-culture-tours/1464,Flavors of San Juan Food & Culture Tours,Flavors of San Juan Food and Culture Tours® knows the island is so much more than its beaches and invites visitors to live like locals and explore this island's history and culture through your tastebuds.,206 Calle de Tetuan,San Juan,901,USA,(787) 964-2447,http://www.sanjuanfoodtours.com,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJV-lFG8duA4wRNUpcr_hPCO8&query=18.4640734000,-66.1151242000",
