Index,URL,Type,Name,Description,Street Address,City,Region,Postal Code,Country,Telephone,Website,Google Maps URL
69,https://www.discoverpuertorico.com/profile/casa-isabel-bed-breakfast/1756,Hotel,Casa Isabel Bed and Breakfast,"A beautiful and historical residence featuring ""criollo"" architecture. Decorated and outfitted with fine details. Located in the heart of the Condado tourist area, near the beach and a short walk from the Loíza St. gastronomic area.",65 Calle F. Krug,San Juan,Metro,911,USA,(787) 630-5974,https://www.facebook.com/CasaIsabelPR,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJcaMlZE9vA4wRtWS0ZqGc-7A&query=18.4529724000,-66.0623057000"
70,https://www.discoverpuertorico.com/profile/casa-los-cummins/1757,Hotel,Casa Los Cummins,"Cozy bohemian-beach style Guest House in the center of the stylish neighborhood of Condado, less than 1/2 mile away from the beach! Rooms can be booked individually, or the Entire Casa is available for groups and events.",1218 Calle Luchetti,San Juan,Metro,907,USA,(939) 276-1780,http://www.casaloscummins.com,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJ90ur-TdvA4wRJGyr8GxHqvI&query=18.4536800000,-66.0713850000"
71,https://www.discoverpuertorico.com/profile/casa-sol-bed-breakfast/1758,Hotel,Casa Sol Bed and Breakfast,"Caressed by the warm winds of the Atlantic and surrounded by history and culture, Casa Sol is the first Bed & Breakfast located within legendary Old San Juan. Its guests enjoy the experience of lodging in a colonial building built in the eighteenth century, which has been restored and decorated to reach a modern ambiance by its owners Eddie Ramírez and Margarita Pastor. Casa Sol is a piece of architecture that evokes the past, but offers commodity to the modern traveler that searches for personal attention in a cozy and family friendly ambiance.",316 Calle del Sol,San Juan,Metro,901,USA,(787) 725-4470,http://casasolbnb.com/,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJR5bCF8FuA4wRqrOllc3FEGA&query=18.4672993000,-66.1137827000"
72,https://www.discoverpuertorico.com/profile/casa-verde-hotel/1759,Hotel,Casa Verde Hotel,"After just one visit to Casa Verde Hotel, you will fall in love with the casual vibe of this relaxing and affordable family friendly surfers’ getaway in Rincón, Puerto Rico. Tucked away in the secluded western coast of Puerto Rico, their intimate 19-room hotel welcomes you with charming, comfortable accommodations laid back dining and live entertainment at the Kahuna Burger Bar. Casa Verde Hotel offers a warm, personalized alternative to larger, chain-style hotels.",Carr. 413 Ramal km. 4.4,Rincón,West,677,USA,(787) 823-5600,http://www.casaverdehotel.com/,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJ-aef2rWlAowRI1ZnNQkVezk&query=18.3708602000,-67.2568626000"
73,https://www.discoverpuertorico.com/profile/dos-aguas-bed-breakfast/1764,Hotel,Dos Aguas Bed and Breakfast,Dos Aguas is the quintessential modern yet intimate eco-friendly bed & breakfast nestled in a forest of bamboo trees on the fork where the Rio Grande and Espiritu Santo river meet near the National Rainforest El Yunque. Our two-story abode and friendly staff will invite you to disconnect from your daily routine and breathe in the magical nature of the area and of our culture.,PR-3 Km. 24.9,Río Grande,East,745,USA,(787) 585-7010,https://www.dosaguasriogrande.com/,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJC6CDh0WeBIwRgrJMrJAk9dc&query=18.3766681000,-65.8323222000"
74,https://www.discoverpuertorico.com/profile/dreams-hotel-puerto-rico/1765,Hotel,Dreams Hotel Puerto Rico,"Awesome! Home away from home… Friendly, comfortable, reliable, in the real Puerto Rico. Their rooms were recently renovated. This is a delightful new alternative to traditional high priced and crowded hotels. Conveniently located three blocks from the University of Puerto Rico, in San Juan, only 5 minutes from the international airport Luis Muñoz Marín, nearby Plaza Las Américas Shopping Center and nearby “Paseo de Diego” in Rio Piedras. Dreams is a choice selection for vacation, business people and medical tourism. They are a small, green, budget hotel, with amazing prices.",109 Ave. Universidad,San Juan,Metro,925,USA,(787) 688-5818,http://www.puertoricodreams.com,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJG61bJYRoA4wRcKAwP_EHCr0&query=18.4032474000,-66.0552316000"
75,https://www.discoverpuertorico.com/profile/hotel-hacienda-gripinas/1766,Hotel,Hotel Hacienda Gripiñas,"Hotel Hacienda Gripiñas Jayuya is a paradise hidden among the dense mountains of Jayuya. You will be able to completely disconnect and have a relaxing stay in full connection with nature. In addition, the Hotel has the La Campina Restaurant where you can enjoy a varied menu for breakfast, lunch and dinner. To reserve your stay you can contact the following numbers:939-275-6493/939-274-8936/787-304-1968 Service hours: Monday to Sunday from 8am-8pm",Carr. 144 Ramal 527 Km 2.2,Jayuya,Central Mountains,664,USA,(939) 275-6493,https://www.facebook.com/hotelhaciendagripinas/?locale=es_LA,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJO0vzBawpA4wRMllbJ77t-Gk&query=18.2187306000,-66.5913131000"
79,https://www.discoverpuertorico.com/profile/luquillo-sunrise-beach-inn/1778,Hotel,Luquillo Sunrise Beach Inn,Our small guest house located outside the busy tourism area on the beach in Eastern Puerto Rico is a nature lover's dream with a million-dollar view.,Cll. Herminio Díaz Navarro,Luquillo,East,773,USA,(787) 409-2929,http://www.luquillosunrise.com,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJyx--ynWZBIwRSnyqdPQeHYM&query=18.3763871000,-65.7147351000"
83,https://www.discoverpuertorico.com/profile/la-bella-noni/1789,Hotel,A La Bella Noni,"A La Bella Noni Bed & Breakfast is nestled in a very peaceful & tranquil Caribbean neighborhood in the beautiful city of Aguadilla. It is conveniently located, less than10 min from Rafael Hernandez Airport, 35 min from Mayaguez Airport and only 2 hours to San Juan.",PR-107,Aguadilla,West,603,USA,(787) 408-3548,https://www.alabellanoni.com/es/index.html,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJq6qqqmq9AowRGmWIb9XR2go&query=18.4452232000,-67.1476716000"
84,https://www.discoverpuertorico.com/profile/casablanca-hotel/1790,Hotel,CasaBlanca Hotel,"To walk into centric Hotel CasaBlanca is to be transported to a parallel reality in which colors explode and eclecticism reigns. Although the hotel-boutique has an air of sophistication and silver-screen glamour (“Here’s looking at you, kid” Bogart seems to eternally toast from the TV in the lobby), it feels young and actualized. The golden brocade curtains evoke a sense of luxury and decadence, and the vases with heliconias and monsteras remind the guests that they are in tropical paradise.",316 Cll Fortaleza,San Juan,Metro,901,USA,(787) 316-2698,http://www.hotelcasablancapr.com,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJy2_ttcZuA4wR2RfYayefp3M&query=18.4654532000,-66.1132731000"
85,https://www.discoverpuertorico.com/profile/my-hotel-puerto-rico/1792,Hotel,My Hotel in Puerto Rico,"My Hotel in Puerto Rico is conveniently located in the midle of Old San Juan, just 4 minutes from Teatro Tapia. It has a garden and a terrace. Rooms include air conditioner, desk, Cable TV, and a private bathroom with shower and free amenities. Laundry services is available for our guests. The hotel is located very close to all Old San Juan attractions like 1.6km from the San Felipe del Morro Fort, 400 meters from San Juan Bautista Cathedral and 14km from the International Luis Muñoz Marín Airport.",206 Cll. Fortaleza,San Juan,Metro,901,USA,(787) 721-4362,http://www.myhotelinpuertorico.com/,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJkSGVPMduA4wRv3SlzisuITc&query=18.4649404000,-66.1155496000"
86,https://www.discoverpuertorico.com/profile/lazy-guesthouse/1793,Hotel,The Lazy Guesthouse,"Come be a beach bum on the island of Vieques! The Lazy Hostel is located right on the ocean boardwalk in Esperanza within walking distance of five beaches, eleven bars and restaurants, shops, tours companies and all kinds of island activities. Kayak to Cayo Afuero, build an oceanside bonfire, hike the trails on Cayo de Tierra, snorkel the sunken sailboat or relax on the beach with a beer. Our staff love the island and can help you make the most of your trip.",61A Orquideas St,Vieques,Culebra & Vieques,765,USA,(787) 741-5555,http://www.lazyguesthouse.com,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJ2aCoMADIBIwRzilJ5i3wFRo&query=18.0955846000,-65.4748191000"
87,https://www.discoverpuertorico.com/profile/rainforest-inn-bed-breakfast/1794,Hotel,Rainforest Inn Bed and Breakfast,"An elegant, luxurious, and secluded bed and breakfast nestled deep in the El Yunque Rainforest. This boutique eco-lodge features secure privacy and homey intimate villas. Gourmet vegetarian breakfasts included as well as free WIFI and free parking. Exclusive access to the ""Lost Machete Hike"". Explore private jungle pools and waterfalls. Rainforest Inn is an exclusive romantic escape for couples.",019 Cam. Caribe,Río Grande,East,745,USA,(925) 391-3131,http://www.rainforestinn.com/,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJrQmF3EeeBIwRPMZ4Juf85n0&query=18.2951347000,-65.8000327000"
90,https://www.discoverpuertorico.com/profile/canyon-boutique-hotel/1810,Hotel,Canyon Boutique Hotel,"Canyon Boutique Hotel was first established as El Cañón Guest House in June 2014. We are a modern, 18-room Boutique Hotel located in the beautiful town of Barranquitas. Barranquitas is known for its gastronomy, views and peaceful ambiance, which is perfect for visitors that want to enjoy both the local flora and fauna and a lovely walk through town. At Canyon Boutique Hotel, we provide guests with restaurant guides and landmark suggestions that will guarantee a memorable trip to our town.","Carr. 719, Km. 1.0",Barranquitas,Central Mountains,794,USA,(939) 242-0749,https://hotels.cloudbeds.com/reservation/JBgN81#checkin=2022-03-16&checkout=2022-03-17,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJE88K8xY3A4wReX1hG32meoE&query=18.1785566000,-66.3041257000"
91,https://www.discoverpuertorico.com/profile/club-seabourne/1812,Hotel,Club Seabourne,"Nestled in the hillsides of Culebra Island, just a few miles from the easternmost tip of Puerto Rico, is Club Seabourne, an intimate mini-resort for those who value life’s simple pleasures. Enjoy world-class amenities and services, casual dining, a host of activities, and access to the world’s most famous beaches. Information sourced from Club Seabourne (Fajardo)", PR-250,Culebra,Culebra & Vieques,775,USA,(787) 742-3169,http://www.clubseabourne.com/,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJ19lF_pjoBIwRWZSCgOpwukU&query=18.3108710000,-65.2901080000"
93,https://www.discoverpuertorico.com/profile/dream-inn-pr/1818,Hotel,Dream Inn PR,"Known for its eco-friendly practices, Dream Inn is a lovely boutique hotel with a brutalist and minimalist architecture. The venue has a relaxing atmosphere and a unique design that is definitely Instagram worthy . Dream Inn is the prefect place for those looking for a quiet place to relax at close proximity with all the great attractions San Juan has to offer.",2009 Cll McLeary,San Juan,Metro,911,USA,(787) 200-6340,http://www.dreaminnpr.com,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJx6Ohn1BvA4wRvJ--5Sy3B3o&query=18.4521629000,-66.0538909000"
95,https://www.discoverpuertorico.com/profile/acacia-boutique-hotel-condado/1821,Hotel,Acacia Boutique Hotel - Condado,Take a swim in the cozy outdoor pool and enjoy a breathtaking view of the beach. Acacia offers elegant Spanish style villas in the heart of one of the most popular areas in San Juan.,8 Taft Street,San Juan,Metro,911,USA,(787) 725-0668,http://acaciaboutiquehotel.com/,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJCxMWZEVvA4wR9JjccyyQF4c&query=18.4537063000,-66.0601734000"
96,https://www.discoverpuertorico.com/profile/canario-boutique-hotel/1822,Hotel,Canario Boutique Hotel,"Affordable beachside bed & breakfast adjacent to San Juan Marriott in the heart of the Condado. Friendly, informal atmosphere makes it a favorite with business and holiday travelers. The 25 charming rooms have a private bath, telephone, a/c, cable TV. Complimentary continental breakfast served in a tropical courtyard patio. Very close to beaches and hotel Condado, with a very nice garden in the front entrance, a 24-hour front desk. It's close to the Art Center Luis A. Ferrer and the Luis Muñoz Marin Airport.",1317 Ashford Ave.,San Juan,Metro,907,USA,(787) 722-3861,http://canarioboutiquehotel.com/condado-maps-directions/,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJ_S8R8kdvA4wRzWa79PP8fK8&query=18.4554951000,-66.0694683000"
97,https://www.discoverpuertorico.com/profile/ababor-suites/1825,Hotel,Ababor Suites,"""Welcome to Ababor Suites! a private and peaceful beachfront property! Tranquility awaits at this quaint beachfront paradise. Feel the sand between your toes as you enjoy your breakfast, relax in the gazebo or simply soak in the beautiful views of the Caribbean. This amazing house is located directly on beautiful Bastimento Beach; minutes from town and all conveniences, yet a world apart from the hustle and bustle of the “real world.” The essence of the Caribbean is captured in the small details from the vibrant paint to the eclectic décor.",PR-200,Vieques,Culebra & Vieques,765,USA,(787) 435-2841,http://www.ababorsuites.com/,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJQTA6tt3GBIwRVQE2aViMCEA&query=18.1407910000,-65.4497911000"
98,https://www.discoverpuertorico.com/profile/aguadilla-guest-house/1827,Hotel,Aguadilla Guest House,Our accommodations offer breathtaking ocean views in a relaxing atmosphere at an affordable price. Come and enjoy the sunsets in our terraces and open areas.,Cll. El Cobo,Aguadilla,West,603,USA,(787) 249-5997,https://www.aguadillaguesthouse.com/,N/A
103,https://www.discoverpuertorico.com/profile/barefoot-travelers-rooms-adventures-guesthouse/1835,Hotel,Barefoot Travelers Rooms & Adventures Guesthouse,"This unique adventure guesthouse is walking distance to the beach, easy access to the East and North parts of interest, including the rain forest, Old San Juan, Guavate, Luquillo Beach, ferries to Culebra and Vieques and many more secret spots around our area to share. We offer a chilled out, clean, comfortable and affordable guesthouse for all travelers, friends, families, solo travelers and couples. 'Barefoot' is an easy going relaxing spot to spend part or all of your Puerto Rico exploration. We also offer kayaking Eco-tours and rentals.",Cll. 2,Humacao,East,741,USA,(787) 850-0508,,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJI9zIPQ-mBIwRsFyGTkxv68Y&query=18.1481240000,-65.8204810000"
105,https://www.discoverpuertorico.com/profile/casa-de-claire-guesthouse/1842,Hotel,Casa De Claire Guesthouse,"Vieques Island is one of the most unique islands in the Caribbean. From the picturesque beaches, the wild Paso Fino horses, to the world's most flourishing Bioluminescent Bay, Vieques is sure to enchant, excite and inspire - and there's no better place to stay than Casa De Claire.",Calle Angel Barbosa,Vieques,Culebra & Vieques,765,USA,(787) 741-1837,http://www.casadeclairevieques.com/,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJ0XpQE4cW44kROUBNX0CJigA&query=18.1537009000,-65.4372590000"
106,https://www.discoverpuertorico.com/profile/casa-de-kathy/1843,Hotel,Casa de Kathy,"Casa de Kathy has been rated EXCELLENT on Trip Advisor since 2003. We are in Esperanza, only a seven-minute walk to the “Malecon”, our premier oceanfront tourist area. Beaches, snorkeling, restaurants, BioBay tours, groceries, & bakery are close by. Choose between two super clean and comfortable apartments in an owner-occupied property. Panoramic ocean view from the shared balcony",367 Cll. Bromelias,Vieques,Culebra & Vieques,765,USA,(787) 565-2717,http://www.casadekathy.com/,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJ8VADQgC4BIwRiQcNVJp4EzU&query=18.0998730000,-65.4772340000"
107,https://www.discoverpuertorico.com/profile/casa-de-playa-aguadilla/1844,Hotel,Casa de Playa - Aguadilla,"We have 4 apartments in a building next to ""Rompeolas Beach"" in downtown Aguadilla. Our rooms are equipped with a/c and most of them have double beds and provide bed linings. All the apartments have a private kitchen-dining area, equipped with a coffee maker, microwave, stove, and fridge. We also provide the dishes, kitchenware, mugs, glasses, etc. Every apartment has its own private bathroom with an electric shower. We provide the towel for our guests. We do not provide beach towels. Gated entrance for security",calle sthal # 4,aguadilla,West,605,USA,(787) 407-2056,https://casadeplaya.info,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJr8cfrO-8AowRi15UTSHrEo8&query=18.4412044000,-67.1567896000"
109,https://www.discoverpuertorico.com/profile/cofresi-beach-hotel/1851,Hotel,Cofresí Beach Hotel,"Cofresí Beach Hotel is located on the Caribbean southwest coast of Puerto Rico, in Boquerón Town ""El Poblado"", surrounded by beautifull beaches, exquisite restaurants, outdoor activities and fun nightlife. Best of all, you get to all places just steps away. Our comfortable apartments will make you feel at home. Equipped apartments with central air conditioning, full kitchen and cable tv. Free Wi-Fi access, private parking, elevator and rooftop pool. Capacities from 2 to 8 people including children. Come and escape to Boquerón and discover our treasure!",Muñoz Rivera # 57,Cabo Rojo,West,622,USA,(787) 254-3000,http://www.cofresibeach.com/,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJK-x-iKtNHYwRuOf5ns2OEjc&query=18.0276162000,-67.1644024000"
110,https://www.discoverpuertorico.com/profile/coqui-del-mar-guest-house/1854,Hotel,Coquí del Mar Guest House,At Coqui del Mar Guest House you will enjoy the city like a local. They offer everything from small comfy rooms to chic villas where you can relax and feel at home.,2218 Calle General del Valle,San Juan,Metro,913,USA,(787) 220-4204,https://www.coquidelmar.com,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJN2CxmfdlA4wRyCMd0fQazNU&query=18.4521950000,-66.0440007000"
111,https://www.discoverpuertorico.com/profile/decanter-hotel/1858,Hotel,Decanter Hotel,"Nestled in the heart of Old San Juan stands a lovingly restored 19th century colonial-style building, the elegant and charming Decanter Hotel. A four-story landmark built around 1880, offers 20 hotel guest rooms and suites, with exquisite décor and decadent fine dining. Experience the best of this magical city from our hotel, located just steps from the Cathedral of San Juan Bautista and many other cultural attractions, savory restaurants and vibrant nightlife.",106 Calle San José,San Juan,Metro,901,USA,(787) 463-9989,https://www.decanterhotel.com/,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJiUyGU8duA4wRGbsv2Drv39c&query=18.4661400000,-66.1174710000"
114,https://www.discoverpuertorico.com/profile/posada-hotel-colonial/1878,Hotel,Posada Hotel Colonial,"Located in the largest city of the western region of Porta del Sol, this posada offers a unique experience in a former nun convent. You can stay in a room inside the former chapel or in a former nun's private room, and feel the mystic experience of the local religious culture. Mayagüez offers a beautiful main square with the largest cathedral of the region, a variety of gastronomy offerings, theatre, and nightlife experiences.",14 S Iglesia Street,Mayagüez,West,680,USA,(787) 833-2150,http://www.hotelcolonial.com/,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJif4HrrWzAowRmbJ4ecDCFm0&query=18.2004790000,-67.1379715000"
115,https://www.discoverpuertorico.com/profile/hotel-costa-de-oro-inn/1879,Hotel,Hotel Costa de Oro Inn,"Hotel Costa de Oro lnn. Tempting offer to enjoy with the family in the west area near the best beaches and tourist attractions. We have a double room with capacity for 4 people, 2 adults and 2 children. We are located at Carr.102 km 14.7 Joyudas Cabo Rojo. Quiet and relaxing environment close to the best restaurants in the area.",Carr. 102 Km. 14.7,Cabo Rojo,West,623,USA,(787) 851-5010,,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJLz4r72RNHYwRtS0IWtr3fzc&query=18.1152911000,-67.1823733000"
118,https://www.discoverpuertorico.com/profile/hotel-villa-del-sol/1886,Hotel,Hotel Villa del Sol,"Welcome to Hotel Villa del Sol, a small hotel providing a warm ambiance with friendly staff allowing a comfortable stay for all our guests. Among the many amenities provided by its location, guests will enjoy the safety and beauty of the Isla Verde Beach only a block away, home to sun lovers around the island and around the world. In addition, we are just 5 minutes away from the San Juan International Airport and at only walking distance of well-named restaurants and casinos. Not to exclude the easy access to the rain forest, shopping malls and various sources of entertainment.",4 Cll. Rosa,Carolina,Metro,979,USA,(787) 791-2600,https://villadelsolpr.com/,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJjfXNnNtlA4wRe_7KL0ndX8I&query=18.4428457000,-66.0156960000"
120,https://www.discoverpuertorico.com/profile/ihg-army-hotels-el-caney-lodge/1890,Hotel,IHG Army Hotels El Caney Lodge,"Welcome to Holiday Inn Express, El Caney Complex on Ft. Buchanan, nestled in the heart of San Juan, Puerto Rico. Holiday Inn Express welcomes active and retired Armed Forces, authorized personnel and their families to Fort Buchanan. Whether you are a DoD Civilian or here for business or pleasure, we are the perfect choice. Our on-Post accommodations are convenient as the facility is located across the street from the Community Club & Conference Center and within walking distance from the Commissary, Post Exchange and PXtra. Ft.",678 Depot Rd.,San Juan,Metro,934,USA,(787) 792-7977,https://www.ihg.com/armyhotels/hotels/us/en/fort-buchanan/mfbua/hoteldetail?cm_mmc=GoogleMaps-_-MA-_-PR-_-MFBUA,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJzRGp6nNpA4wRRTrHb6XHArk&query=18.4171875000,-66.1233538000"
121,https://www.discoverpuertorico.com/profile/finca-victoria/1892,Hotel,Finca Victoria,"Finca Victoria's transformation into a wellness hotel and retreat center signifies a remarkable shift in Vieques' tourism scene. It offers visitors a chance to bask in the island's natural beauty while indulging in vital self-care and personal growth. With its spa, yoga sessions, themed retreats, and the option to host your own retreat, the hotel is on the cusp of becoming Vieques' wellness hub. What's more, for guests opting for extended stays, all rooms are now equipped with full kitchens.",Route 995 Km. 2.2,Vieques,Culebra & Vieques,765,USA,(787) 646-0011,https://www.finca-victoria.com/,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJi14kQRS4BIwR_tQnwc4Ke4k&query=18.1262854000,-65.4400985000"
122,https://www.discoverpuertorico.com/profile/la-jamaca-hotel-restaurant/1893,Hotel,La Jamaca Hotel & Restaurant,"La Jamaca is a 16 bedroom eco friendly property on the beautiful west side of the island in a fisherman town well known for its bioluminescent bay. You will truly feel and island vibe upon arrival and a local feeling. We host a bar The Pineapplebar which serves amazing piña coladas on a pineapple, flavored natural fruit mojitos and more! Our restaurant serves tasty Caribbean Food such as fresh lobsters, conch meat, fresh red snapper plus other light meals. Our newest amenity Las Tinas are a must!",Reparto Laborde,Lajas,West,667,USA,(787) 899-6162,http://www.lajamacapr.com,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJjQGb5vBIHYwRL_rmdyvrcEA&query=17.9780970000,-67.0541870000"
123,https://www.discoverpuertorico.com/profile/la-playita-hotel/1894,Hotel,La Playita Hotel,"Just 4.8 km from the airport, La Playita puts you just a five-minute drive from Balneario de Carolina and Carolina Beach. If you want to keep fit during your trip, nearby you can choose from kayaking, parasailing, and scuba diving, and the accommodation features free details such as Wi-Fi, unassisted parking, and a continental breakfast, served daily from 7:00 to 11:00 a.m. A terrace and garden are other highlights, and rooms feature flat-screen TVs and refrigerators. The staff's friendliness and proximity to the airport are two aspects highlighted by other travelers.",6 Calle Amapola,Carolina,Metro,979,USA,(787) 791-1115,https://sites.google.com/view/hotel-la-playita/?pli=1,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJ5x80In1iNFERA0C7_e9xupQ&query=18.4462660000,-66.0160270000"
124,https://www.discoverpuertorico.com/profile/las-cavernas-guesthouse/1895,Hotel,Las Cavernas Guesthouse,"Featuring Restaurant and free WiFi, Cavernas Guest House is located in Quebrada. Guests can enjoy garden views. The rooms are equipped with a closet and a flat-screen TV, and some rooms at the guesthouse have a patio. All rooms will provide guests with a microwave. The nearest airport is Rafael Hernández Airport, 51.5 km from Cavernas Guest House. This property also has one of the top-rated locations in Quebrada! Guests are happier about it compared to other properties in the area. This property is also rated for the best value in Quebrada!",Carr. 129 Ramal 486 Km. 0 Hm. 4 Int.,Camuy,North,627,USA,(787) 635-6491,http://cavernasguesthouse.webs.com/,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJCcmmhaHEAowR6_2ON3T5-m4&query=18.3596432000,-66.8296815000"
125,https://www.discoverpuertorico.com/profile/luichys-guest-house/1898,Hotel,Luichy's Guest House,"Facing the beachfront in El Combate, Luichy’s Guest House has a terrace. All rooms feature a flat-screen TV with satellite channels and a private bathroom. The property has an ATM and free WiFi. All rooms at the guesthouse are equipped with a seating area. Some rooms also feature a kitchen with a microwave and a toaster. Guest rooms at Luichy’s Guest House have air conditioning and a closet. Guests can enjoy a meal at the on-site restaurant, which serves American cuisine. Guests at the accommodation will be able to enjoy activities in and around El Combate, like cycling.",Carretera 3301 Km. 2.9 Final,Cabo Rojo,West,623,USA,787-688-7827,http://www.luichys.com,"https://www.google.com/maps/search/?api=1&query=17.9774110000,-67.2109800000"
126,https://www.discoverpuertorico.com/profile/malecon-house/1900,Hotel,Malecon House,"Malecón House is a 13-room Boutique Hotel situated on the Malecón, a fun, picturesque Caribbean boardwalk in the charming seaside village of Esperanza, Vieques, Puerto Rico. A short stroll brings you to beach bars, restaurants, boutiques and exciting island-style activities and tours.",105 Cll. Flamboyan,Vieques,Culebra & Vieques,765,USA,(939) 239-7113,http://maleconhouse.com/,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJnyWDaw7HBIwRIsAGK0m-_gM&query=18.0959171000,-65.4756912000"
127,https://www.discoverpuertorico.com/profile/manati-world-point-inn/1901,Hotel,Manati World Point Inn,"Located in the cultural coastal city of Manati, Puerto Rico, Manati World Point Inn is a luxurious and chic 8 suite plus two mobile unit resort just 6 minutes from Playa de Mar Chiquita.",Carr. 685 Km. 2.7 Interior Barrio Tierras Nuevas,Manatí,North,674,USA,(787) 221-7519,https://www.facebook.com/ManatiWorldPointInn,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJmxiB_uYYA4wRfxPN31eye2Y&query=18.4483210000,-66.4978640000"
129,https://www.discoverpuertorico.com/profile/posada-la-hamaca/1911,Hotel,Posada La Hamaca,"Conveniently located place to stay in Culebra, Puerto Rico. Near to Flamenco Beach, restaurants, grocery stores and the bakery. Information sourced from Posada La Hamaca (Facebook)",Cll Castelar,Culebra,Culebra & Vieques,775,USA,(787) 742-3516,http://www.posada.com/webpage/,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJZf9s4o7oBIwRFxY_QsMRZUs&query=18.3022323000,-65.3002530000"
130,https://www.discoverpuertorico.com/profile/siete-mares-bay-inn/1919,Hotel,Siete Mares Bay Inn,"One of three individually and tastefully created units, each housing 2 persons. Every unit has its private entrance. Equipped with new quality queen size bed, new and quiet a/c, bathroom with hot water, cable TV. The rooms are simple and basic but have all you need to make this your comfortable base to explore Puerto Rico.","83 #2 Street, Las Croabas",Fajardo,East,738,USA,(787) 655-7053,http://www.lasvistascafepr.com/,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJXQO8DySXBIwR7k5V8Ds3DJM&query=18.3675545000,-65.6251165000"
131,https://www.discoverpuertorico.com/profile/tres-sirenas-beach-inn/1925,Hotel,Tres Sirenas Beach Inn,"Tres Sirenas is a beautiful oceanfront boutique Bed & Breakfast located directly on the beach in Rincon, Puerto Rico. This intimate, award-winning B&B offers the best of vacationing in Puerto Rico. This luxurious two-story villa offers five exclusive accommodations with panoramic ocean views. The terra-cotta-tiled rooms are tastefully decorated and all have private white-washed balconies. Experience the dream of living “La Vida Sirena.”",26 Sea Beach Drive,Rincón,West,677,USA,(787) 823-0558,http://www.tressirenas.com,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJ4yPUSoilAowR5H7R9evxFA0&query=18.3302980000,-67.2518740000"
134,https://www.discoverpuertorico.com/profile/villa-flamenco-beach/1933,Hotel,Villa Flamenco Beach,"Villa Flamenco Beach is a small, comfortable, casual and friendly light housekeeping beachfront villa, offering a total of six fully furnished and air-conditioned apartments with Wi-Fi, all with direct access to the radiant turquoise waters and white sand. Information sourced from Villa Flamenco Beach (Facebook)",PR-251,Culebra,Culebra & Vieques,775,USA,(787) 742-0023,http://www.VillaFlamencoBeach.com,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJkQhQfsboBIwRCGQ9BbPW6KM&query=18.3023453000,-65.3015066000"
136,https://www.discoverpuertorico.com/profile/villa-vista-linda/1936,Hotel,Villa Vista Linda,"Nestled in the lush green hills of tropical Vieques, overlooking the south Caribbean, rests Vista Linda, one of the island’s most elegant properties. Surrounded by expansive tropical gardens, Vista Linda embodies the serene seclusion of a private, gated hacienda with convenient and easy access to the island’s many beaches and the villages of Esperanza and Isabel Segunda.",995 PR,Vieques,Culebra & Vieques,765,USA,(315) 706-9494,http://www.vistalinda-vieques.com/,"https://www.google.com/maps/search/?api=1&query_place_id=ChIJLcOKCgy4BIwRl4KUMz7vFa0&query=18.1153650000,-65.4922680000"
